id,name,description,demonstration_video_url,workout_day_id,animation_path,calories_per_set,default_duration,default_reps,default_sets,calories_per_minute,week,program_id
660,Pilates,Precision-engineered Pilates training method to optimize muscular strength and endurance.,https://example.com/pilates,6,https://example.com/pilates-animation.jpg,1029.04,595,17,4,6.92,7,19
661,Kettlebell Complex,"Strategically crafted Kettlebell Complex exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/kettlebell-complex,7,https://example.com/kettlebell-complex-animation.jpg,1729.59,817,16,3,6.35,7,19
662,Interval Sprints,Dynamic Interval Sprints workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/interval-sprints,7,https://example.com/interval-sprints-animation.jpg,1347.69,611,15,3,6.62,7,19
663,Active Recovery,High-energy Active Recovery routine targeting comprehensive physical development and performance.,https://example.com/active-recovery,7,https://example.com/active-recovery-animation.jpg,1270.76,636,19,4,7.99,7,19
664,Wall Sits,Intense Wall Sits session focusing on full-body engagement and cardiovascular endurance.,https://example.com/wall-sits,7,https://example.com/wall-sits-animation.jpg,1139.12,515,15,3,6.64,7,19
665,Ab Rollouts,Precision-engineered Ab Rollouts training method to optimize muscular strength and endurance.,https://example.com/ab-rollouts,7,https://example.com/ab-rollouts-animation.jpg,1865.62,874,17,3,6.4,7,19
666,Box Jumps,Dynamic Box Jumps workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/box-jumps,1,https://example.com/box-jumps-animation.jpg,1181.46,700,15,4,6.75,8,20
667,Leg Raises,Dynamic Leg Raises workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/leg-raises,1,https://example.com/leg-raises-animation.jpg,1304.14,544,19,3,7.19,8,20
668,Cross-Training Circuits,"Strategically crafted Cross-Training Circuits exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/cross-training-circuits,1,https://example.com/cross-training-circuits-animation.jpg,1800.1,697,19,3,7.75,8,20
669,Bench Press,Precision-engineered Bench Press training method to optimize muscular strength and endurance.,https://example.com/bench-press,1,https://example.com/bench-press-animation.jpg,1349.54,859,16,4,6.28,8,20
670,Squats,Dynamic Squats workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/squats,1,https://example.com/squats-animation.jpg,1036.41,595,20,4,6.97,8,20
671,Wall Sits,Dynamic Wall Sits workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/wall-sits,2,https://example.com/wall-sits-animation.jpg,1461.46,556,20,3,7.89,8,20
672,Planks,Intense Planks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/planks,2,https://example.com/planks-animation.jpg,1288.89,590,18,3,6.55,8,20
673,Hanging Leg Raises,High-energy Hanging Leg Raises routine targeting comprehensive physical development and performance.,https://example.com/hanging-leg-raises,2,https://example.com/hanging-leg-raises-animation.jpg,1940.69,747,17,3,7.79,8,20
674,Mobility Drills,High-energy Mobility Drills routine targeting comprehensive physical development and performance.,https://example.com/mobility-drills,2,https://example.com/mobility-drills-animation.jpg,830.1,518,20,4,6.41,8,20
675,Circuit Training,"Strategically crafted Circuit Training exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/circuit-training,2,https://example.com/circuit-training-animation.jpg,1111.83,723,16,4,6.15,8,20
676,Shoulder Press,Precision-engineered Shoulder Press training method to optimize muscular strength and endurance.,https://example.com/shoulder-press,3,https://example.com/shoulder-press-animation.jpg,1201.65,638,17,4,7.53,8,20
677,Stretching Routines,Intense Stretching Routines session focusing on full-body engagement and cardiovascular endurance.,https://example.com/stretching-routines,3,https://example.com/stretching-routines-animation.jpg,1293.75,796,15,4,6.5,8,20
678,Deadlifts,"Strategically crafted Deadlifts exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/deadlifts,3,https://example.com/deadlifts-animation.jpg,1486.78,648,15,3,6.88,8,20
679,Push-ups,"Strategically crafted Push-ups exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/push-ups,3,https://example.com/push-ups-animation.jpg,1908.69,720,17,3,7.95,8,20
680,Leg Press,High-energy Leg Press routine targeting comprehensive physical development and performance.,https://example.com/leg-press,3,https://example.com/leg-press-animation.jpg,1721.3,745,19,3,6.93,8,20
681,Bodyweight Complex,Precision-engineered Bodyweight Complex training method to optimize muscular strength and endurance.,https://example.com/bodyweight-complex,4,https://example.com/bodyweight-complex-animation.jpg,1009.93,641,17,4,6.3,8,20
682,Foam Rolling,Dynamic Foam Rolling workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/foam-rolling,4,https://example.com/foam-rolling-animation.jpg,1440.61,899,19,4,6.41,8,20
683,Wall Sits,Precision-engineered Wall Sits training method to optimize muscular strength and endurance.,https://example.com/wall-sits,4,https://example.com/wall-sits-animation.jpg,1903.26,759,17,3,7.52,8,20
684,Jumping Jacks,Intense Jumping Jacks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/jumping-jacks,4,https://example.com/jumping-jacks-animation.jpg,1088.78,708,16,4,6.15,8,20
685,Medicine Ball Slams,Precision-engineered Medicine Ball Slams training method to optimize muscular strength and endurance.,https://example.com/medicine-ball-slams,4,https://example.com/medicine-ball-slams-animation.jpg,1821.64,697,15,3,7.84,8,20
686,Interval Sprints,"Strategically crafted Interval Sprints exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/interval-sprints,5,https://example.com/interval-sprints-animation.jpg,1928.79,787,16,3,7.35,8,20
687,Tabata Intervals,"Strategically crafted Tabata Intervals exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/tabata-intervals,5,https://example.com/tabata-intervals-animation.jpg,859.64,481,18,4,7.15,8,20
688,Elliptical Training,Intense Elliptical Training session focusing on full-body engagement and cardiovascular endurance.,https://example.com/elliptical-training,5,https://example.com/elliptical-training-animation.jpg,1215.65,764,16,4,6.36,8,20
689,Bird Dogs,Precision-engineered Bird Dogs training method to optimize muscular strength and endurance.,https://example.com/bird-dogs,5,https://example.com/bird-dogs-animation.jpg,1286.6,542,17,3,7.12,8,20
690,Circuit Training,"Strategically crafted Circuit Training exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/circuit-training,5,https://example.com/circuit-training-animation.jpg,1096.69,617,17,4,7.11,8,20
691,Kettlebell Complex,High-energy Kettlebell Complex routine targeting comprehensive physical development and performance.,https://example.com/kettlebell-complex,6,https://example.com/kettlebell-complex-animation.jpg,1493.65,669,16,3,6.7,8,20
692,Tabata Intervals,Dynamic Tabata Intervals workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/tabata-intervals,6,https://example.com/tabata-intervals-animation.jpg,2213.54,866,15,3,7.67,8,20
693,Cross-Country Skiing,Dynamic Cross-Country Skiing workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/cross-country-skiing,6,https://example.com/cross-country-skiing-animation.jpg,1423.75,719,17,4,7.92,8,20
694,Jumping Jacks,Intense Jumping Jacks session focusing on full-body engagement and cardiovascular endurance.,https://example.com/jumping-jacks,6,https://example.com/jumping-jacks-animation.jpg,1312.51,710,15,4,7.39,8,20
695,Pull-ups,Intense Pull-ups session focusing on full-body engagement and cardiovascular endurance.,https://example.com/pull-ups,6,https://example.com/pull-ups-animation.jpg,1398.21,602,17,3,6.97,8,20
696,Ab Rollouts,Dynamic Ab Rollouts workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/ab-rollouts,7,https://example.com/ab-rollouts-animation.jpg,1975.41,745,19,3,7.95,8,20
697,Explosive Movements,"Strategically crafted Explosive Movements exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/explosive-movements,7,https://example.com/explosive-movements-animation.jpg,1434.4,709,16,3,6.07,8,20
698,Russian Twists,"Strategically crafted Russian Twists exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/russian-twists,7,https://example.com/russian-twists-animation.jpg,1319.06,702,18,4,7.52,8,20
699,Tabata Intervals,"Strategically crafted Tabata Intervals exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/tabata-intervals,7,https://example.com/tabata-intervals-animation.jpg,1821.84,878,19,3,6.22,8,20
700,Bench Press,High-energy Bench Press routine targeting comprehensive physical development and performance.,https://example.com/bench-press,7,https://example.com/bench-press-animation.jpg,1781.39,888,20,3,6.02,8,20
701,Cross-Country Skiing,Precision-engineered Cross-Country Skiing training method to optimize muscular strength and endurance.,https://example.com/cross-country-skiing,1,https://example.com/cross-country-skiing-animation.jpg,1314.05,858,19,4,6.13,9,21
702,Rowing,Dynamic Rowing workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/rowing,1,https://example.com/rowing-animation.jpg,1441.29,547,16,3,7.9,9,21
703,Oblique Twists,Intense Oblique Twists session focusing on full-body engagement and cardiovascular endurance.,https://example.com/oblique-twists,1,https://example.com/oblique-twists-animation.jpg,2129.99,853,20,3,7.49,9,21
704,Push-ups,Dynamic Push-ups workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/push-ups,1,https://example.com/push-ups-animation.jpg,1003.13,661,15,4,6.07,9,21
705,Medicine Ball Slams,High-energy Medicine Ball Slams routine targeting comprehensive physical development and performance.,https://example.com/medicine-ball-slams,1,https://example.com/medicine-ball-slams-animation.jpg,1475.65,651,16,3,6.8,9,21
706,Explosive Movements,Intense Explosive Movements session focusing on full-body engagement and cardiovascular endurance.,https://example.com/explosive-movements,2,https://example.com/explosive-movements-animation.jpg,1054.95,627,18,4,6.73,9,21
707,Swimming,Precision-engineered Swimming training method to optimize muscular strength and endurance.,https://example.com/swimming,2,https://example.com/swimming-animation.jpg,1458.82,716,19,3,6.11,9,21
708,Dips,Intense Dips session focusing on full-body engagement and cardiovascular endurance.,https://example.com/dips,2,https://example.com/dips-animation.jpg,1679.67,659,19,3,7.65,9,21
709,Dynamic Stretching,Dynamic Dynamic Stretching workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/dynamic-stretching,2,https://example.com/dynamic-stretching-animation.jpg,853.32,506,16,4,6.75,9,21
710,Cycling,Dynamic Cycling workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/cycling,2,https://example.com/cycling-animation.jpg,917.16,502,20,4,7.31,9,21
711,Swimming,Intense Swimming session focusing on full-body engagement and cardiovascular endurance.,https://example.com/swimming,3,https://example.com/swimming-animation.jpg,1174.33,751,15,4,6.25,9,21
712,Jumping Jacks,"Strategically crafted Jumping Jacks exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/jumping-jacks,3,https://example.com/jumping-jacks-animation.jpg,1442.97,783,19,4,7.37,9,21
713,Burpees,High-energy Burpees routine targeting comprehensive physical development and performance.,https://example.com/burpees,3,https://example.com/burpees-animation.jpg,1257.91,633,19,4,7.95,9,21
714,Deadlifts,Precision-engineered Deadlifts training method to optimize muscular strength and endurance.,https://example.com/deadlifts,3,https://example.com/deadlifts-animation.jpg,1193.01,620,17,4,7.7,9,21
715,Tai Chi Movements,Dynamic Tai Chi Movements workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/tai-chi-movements,3,https://example.com/tai-chi-movements-animation.jpg,1556.73,595,16,3,7.85,9,21
716,Ab Rollouts,Precision-engineered Ab Rollouts training method to optimize muscular strength and endurance.,https://example.com/ab-rollouts,4,https://example.com/ab-rollouts-animation.jpg,1452.91,792,18,4,7.34,9,21
717,Circuit Training,High-energy Circuit Training routine targeting comprehensive physical development and performance.,https://example.com/circuit-training,4,https://example.com/circuit-training-animation.jpg,1628.93,819,19,4,7.96,9,21
718,Deadlifts,Dynamic Deadlifts workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/deadlifts,4,https://example.com/deadlifts-animation.jpg,1211.54,741,18,4,6.54,9,21
719,Stretching Routines,Intense Stretching Routines session focusing on full-body engagement and cardiovascular endurance.,https://example.com/stretching-routines,4,https://example.com/stretching-routines-animation.jpg,1282.52,752,17,4,6.82,9,21
720,Bicep Curls,High-energy Bicep Curls routine targeting comprehensive physical development and performance.,https://example.com/bicep-curls,4,https://example.com/bicep-curls-animation.jpg,2105.38,876,19,3,7.21,9,21
721,Yoga Flow,High-energy Yoga Flow routine targeting comprehensive physical development and performance.,https://example.com/yoga-flow,5,https://example.com/yoga-flow-animation.jpg,1211.81,611,20,4,7.93,9,21
722,Bench Press,Dynamic Bench Press workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/bench-press,5,https://example.com/bench-press-animation.jpg,1118.46,544,18,3,6.17,9,21
723,Plank Variations,"Strategically crafted Plank Variations exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/plank-variations,5,https://example.com/plank-variations-animation.jpg,1174.63,750,19,4,6.26,9,21
724,Mountain Climbers,Intense Mountain Climbers session focusing on full-body engagement and cardiovascular endurance.,https://example.com/mountain-climbers,5,https://example.com/mountain-climbers-animation.jpg,1396.27,681,19,3,6.15,9,21
725,Circuit Training,"Strategically crafted Circuit Training exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/circuit-training,5,https://example.com/circuit-training-animation.jpg,1480.88,695,18,3,6.39,9,21
726,Joint Mobility Exercises,Precision-engineered Joint Mobility Exercises training method to optimize muscular strength and endurance.,https://example.com/joint-mobility-exercises,6,https://example.com/joint-mobility-exercises-animation.jpg,1004.98,591,16,4,6.8,9,21
727,Shoulder Press,Precision-engineered Shoulder Press training method to optimize muscular strength and endurance.,https://example.com/shoulder-press,6,https://example.com/shoulder-press-animation.jpg,1464.17,604,15,3,7.27,9,21
728,Plyometric Drills,High-energy Plyometric Drills routine targeting comprehensive physical development and performance.,https://example.com/plyometric-drills,6,https://example.com/plyometric-drills-animation.jpg,1329.59,601,15,3,6.64,9,21
729,Explosive Movements,"Strategically crafted Explosive Movements exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/explosive-movements,6,https://example.com/explosive-movements-animation.jpg,1371.25,686,17,4,8.0,9,21
730,Leg Press,Intense Leg Press session focusing on full-body engagement and cardiovascular endurance.,https://example.com/leg-press,6,https://example.com/leg-press-animation.jpg,1117.62,669,15,4,6.68,9,21
731,Ab Rollouts,High-energy Ab Rollouts routine targeting comprehensive physical development and performance.,https://example.com/ab-rollouts,7,https://example.com/ab-rollouts-animation.jpg,1448.65,833,15,4,6.96,9,21
732,Swimming,"Strategically crafted Swimming exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/swimming,7,https://example.com/swimming-animation.jpg,1263.77,639,15,4,7.91,9,21
733,Circuit Training,Precision-engineered Circuit Training training method to optimize muscular strength and endurance.,https://example.com/circuit-training,7,https://example.com/circuit-training-animation.jpg,1635.0,884,18,4,7.4,9,21
734,Pilates,"Strategically crafted Pilates exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/pilates,7,https://example.com/pilates-animation.jpg,1415.24,546,20,3,7.78,9,21
735,Dynamic Stretching,Intense Dynamic Stretching session focusing on full-body engagement and cardiovascular endurance.,https://example.com/dynamic-stretching,7,https://example.com/dynamic-stretching-animation.jpg,1092.89,619,16,4,7.06,9,21
736,Russian Twists,Intense Russian Twists session focusing on full-body engagement and cardiovascular endurance.,https://example.com/russian-twists,1,https://example.com/russian-twists-animation.jpg,1053.83,587,16,4,7.18,10,22
737,Jump Rope,Precision-engineered Jump Rope training method to optimize muscular strength and endurance.,https://example.com/jump-rope,1,https://example.com/jump-rope-animation.jpg,1350.91,898,20,4,6.02,10,22
738,Shoulder Press,Precision-engineered Shoulder Press training method to optimize muscular strength and endurance.,https://example.com/shoulder-press,1,https://example.com/shoulder-press-animation.jpg,1544.7,784,15,4,7.88,10,22
739,Interval Sprints,Precision-engineered Interval Sprints training method to optimize muscular strength and endurance.,https://example.com/interval-sprints,1,https://example.com/interval-sprints-animation.jpg,1003.23,499,20,3,6.03,10,22
740,Pull-ups,Precision-engineered Pull-ups training method to optimize muscular strength and endurance.,https://example.com/pull-ups,1,https://example.com/pull-ups-animation.jpg,1395.22,728,17,4,7.67,10,22
741,Leg Press,High-energy Leg Press routine targeting comprehensive physical development and performance.,https://example.com/leg-press,2,https://example.com/leg-press-animation.jpg,1823.9,797,16,3,6.87,10,22
742,Cross-Country Skiing,"Strategically crafted Cross-Country Skiing exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/cross-country-skiing,2,https://example.com/cross-country-skiing-animation.jpg,1767.86,748,18,3,7.09,10,22
743,Sprint Intervals,Intense Sprint Intervals session focusing on full-body engagement and cardiovascular endurance.,https://example.com/sprint-intervals,2,https://example.com/sprint-intervals-animation.jpg,835.03,495,15,4,6.75,10,22
744,Oblique Twists,Dynamic Oblique Twists workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/oblique-twists,2,https://example.com/oblique-twists-animation.jpg,1806.11,861,19,3,6.29,10,22
745,Plank Variations,Intense Plank Variations session focusing on full-body engagement and cardiovascular endurance.,https://example.com/plank-variations,2,https://example.com/plank-variations-animation.jpg,1679.53,807,15,3,6.24,10,22
746,Wall Sits,"Strategically crafted Wall Sits exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/wall-sits,3,https://example.com/wall-sits-animation.jpg,1998.1,825,15,3,7.27,10,22
747,High Knees,Dynamic High Knees workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/high-knees,3,https://example.com/high-knees-animation.jpg,1457.44,549,18,3,7.96,10,22
748,Leg Press,Precision-engineered Leg Press training method to optimize muscular strength and endurance.,https://example.com/leg-press,3,https://example.com/leg-press-animation.jpg,1052.02,493,16,3,6.4,10,22
749,Bench Press,"Strategically crafted Bench Press exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/bench-press,3,https://example.com/bench-press-animation.jpg,1499.34,849,19,4,7.06,10,22
750,Interval Sprints,High-energy Interval Sprints routine targeting comprehensive physical development and performance.,https://example.com/interval-sprints,3,https://example.com/interval-sprints-animation.jpg,967.69,555,15,4,6.97,10,22
751,Mountain Climbers,Dynamic Mountain Climbers workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/mountain-climbers,4,https://example.com/mountain-climbers-animation.jpg,1469.72,895,17,4,6.57,10,22
752,Sprint Intervals,"Strategically crafted Sprint Intervals exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/sprint-intervals,4,https://example.com/sprint-intervals-animation.jpg,1352.84,596,15,3,6.81,10,22
753,Skater Hops,High-energy Skater Hops routine targeting comprehensive physical development and performance.,https://example.com/skater-hops,4,https://example.com/skater-hops-animation.jpg,1932.49,819,17,3,7.08,10,22
754,Pull-ups,Dynamic Pull-ups workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/pull-ups,4,https://example.com/pull-ups-animation.jpg,1045.93,607,18,4,6.89,10,22
755,Wall Sits,Intense Wall Sits session focusing on full-body engagement and cardiovascular endurance.,https://example.com/wall-sits,4,https://example.com/wall-sits-animation.jpg,1536.56,754,20,3,6.11,10,22
756,High Knees,Precision-engineered High Knees training method to optimize muscular strength and endurance.,https://example.com/high-knees,5,https://example.com/high-knees-animation.jpg,1575.66,650,17,3,7.27,10,22
757,Bicycle Crunches,"Strategically crafted Bicycle Crunches exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/bicycle-crunches,5,https://example.com/bicycle-crunches-animation.jpg,2343.14,896,18,3,7.85,10,22
758,Cross-Training Circuits,Intense Cross-Training Circuits session focusing on full-body engagement and cardiovascular endurance.,https://example.com/cross-training-circuits,5,https://example.com/cross-training-circuits-animation.jpg,1299.25,698,19,4,7.45,10,22
759,Cross-Country Skiing,Precision-engineered Cross-Country Skiing training method to optimize muscular strength and endurance.,https://example.com/cross-country-skiing,5,https://example.com/cross-country-skiing-animation.jpg,1208.79,780,16,4,6.2,10,22
760,Bodyweight Complex,"Strategically crafted Bodyweight Complex exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/bodyweight-complex,5,https://example.com/bodyweight-complex-animation.jpg,1918.34,831,15,3,6.93,10,22
761,Wall Sits,"Strategically crafted Wall Sits exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/wall-sits,6,https://example.com/wall-sits-animation.jpg,1918.88,772,15,3,7.46,10,22
762,Elliptical Training,High-energy Elliptical Training routine targeting comprehensive physical development and performance.,https://example.com/elliptical-training,6,https://example.com/elliptical-training-animation.jpg,1038.66,538,17,4,7.72,10,22
763,Dips,Dynamic Dips workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/dips,6,https://example.com/dips-animation.jpg,1627.02,778,19,3,6.27,10,22
764,Hollow Body Holds,Precision-engineered Hollow Body Holds training method to optimize muscular strength and endurance.,https://example.com/hollow-body-holds,6,https://example.com/hollow-body-holds-animation.jpg,1719.72,686,19,3,7.52,10,22
765,Cycling,High-energy Cycling routine targeting comprehensive physical development and performance.,https://example.com/cycling,6,https://example.com/cycling-animation.jpg,1578.56,890,15,4,7.09,10,22
766,Plank Jacks,High-energy Plank Jacks routine targeting comprehensive physical development and performance.,https://example.com/plank-jacks,7,https://example.com/plank-jacks-animation.jpg,1589.62,856,18,4,7.43,10,22
767,Skater Hops,"Strategically crafted Skater Hops exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/skater-hops,7,https://example.com/skater-hops-animation.jpg,1189.51,713,18,4,6.67,10,22
768,TRX Suspension Training,High-energy TRX Suspension Training routine targeting comprehensive physical development and performance.,https://example.com/trx-suspension-training,7,https://example.com/trx-suspension-training-animation.jpg,837.26,484,15,4,6.92,10,22
769,Squats,Intense Squats session focusing on full-body engagement and cardiovascular endurance.,https://example.com/squats,7,https://example.com/squats-animation.jpg,1632.76,877,19,4,7.45,10,22
770,Kettlebell Complex,High-energy Kettlebell Complex routine targeting comprehensive physical development and performance.,https://example.com/kettlebell-complex,7,https://example.com/kettlebell-complex-animation.jpg,1383.94,600,15,3,6.92,10,22
771,Crunches,"Strategically crafted Crunches exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/crunches,1,https://example.com/crunches-animation.jpg,1166.48,531,18,3,6.59,11,23
772,Medicine Ball Slams,Dynamic Medicine Ball Slams workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/medicine-ball-slams,1,https://example.com/medicine-ball-slams-animation.jpg,1444.14,600,15,3,7.22,11,23
773,Plyometric Drills,"Strategically crafted Plyometric Drills exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/plyometric-drills,1,https://example.com/plyometric-drills-animation.jpg,1773.32,793,16,3,6.71,11,23
774,Skater Hops,Precision-engineered Skater Hops training method to optimize muscular strength and endurance.,https://example.com/skater-hops,1,https://example.com/skater-hops-animation.jpg,1165.15,727,20,4,6.41,11,23
775,Leg Press,"Strategically crafted Leg Press exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/leg-press,1,https://example.com/leg-press-animation.jpg,1279.82,539,15,3,7.12,11,23
776,Bicep Curls,High-energy Bicep Curls routine targeting comprehensive physical development and performance.,https://example.com/bicep-curls,2,https://example.com/bicep-curls-animation.jpg,1357.87,763,18,4,7.12,11,23
777,Sprint Intervals,High-energy Sprint Intervals routine targeting comprehensive physical development and performance.,https://example.com/sprint-intervals,2,https://example.com/sprint-intervals-animation.jpg,1607.42,851,16,4,7.56,11,23
778,Plank Variations,Precision-engineered Plank Variations training method to optimize muscular strength and endurance.,https://example.com/plank-variations,2,https://example.com/plank-variations-animation.jpg,1114.15,712,17,4,6.26,11,23
779,Planks,"Strategically crafted Planks exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/planks,2,https://example.com/planks-animation.jpg,817.38,542,20,4,6.03,11,23
780,Plyometric Drills,"Strategically crafted Plyometric Drills exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/plyometric-drills,2,https://example.com/plyometric-drills-animation.jpg,1814.46,837,18,3,6.5,11,23
781,Tai Chi Movements,Intense Tai Chi Movements session focusing on full-body engagement and cardiovascular endurance.,https://example.com/tai-chi-movements,3,https://example.com/tai-chi-movements-animation.jpg,873.9,530,17,4,6.6,11,23
782,Push-ups,"Strategically crafted Push-ups exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/push-ups,3,https://example.com/push-ups-animation.jpg,1627.29,892,19,4,7.3,11,23
783,Squats,"Strategically crafted Squats exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/squats,3,https://example.com/squats-animation.jpg,1440.75,671,15,3,6.44,11,23
784,Foam Rolling,Intense Foam Rolling session focusing on full-body engagement and cardiovascular endurance.,https://example.com/foam-rolling,3,https://example.com/foam-rolling-animation.jpg,1120.3,556,15,3,6.04,11,23
785,Hanging Leg Raises,Dynamic Hanging Leg Raises workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/hanging-leg-raises,3,https://example.com/hanging-leg-raises-animation.jpg,1737.22,817,15,3,6.38,11,23
786,Dips,Intense Dips session focusing on full-body engagement and cardiovascular endurance.,https://example.com/dips,4,https://example.com/dips-animation.jpg,1611.78,819,16,4,7.87,11,23
787,Tricep Extensions,Precision-engineered Tricep Extensions training method to optimize muscular strength and endurance.,https://example.com/tricep-extensions,4,https://example.com/tricep-extensions-animation.jpg,1194.05,646,17,4,7.39,11,23
788,Cycling,"Strategically crafted Cycling exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/cycling,4,https://example.com/cycling-animation.jpg,1740.04,765,17,3,6.82,11,23
789,Rowing,"Strategically crafted Rowing exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/rowing,4,https://example.com/rowing-animation.jpg,1047.44,681,15,4,6.15,11,23
790,Wall Sits,"Strategically crafted Wall Sits exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/wall-sits,4,https://example.com/wall-sits-animation.jpg,1174.62,779,16,4,6.03,11,23
791,Squats,Precision-engineered Squats training method to optimize muscular strength and endurance.,https://example.com/squats,5,https://example.com/squats-animation.jpg,1029.68,631,20,4,6.53,11,23
792,Kettlebell Swings,Intense Kettlebell Swings session focusing on full-body engagement and cardiovascular endurance.,https://example.com/kettlebell-swings,5,https://example.com/kettlebell-swings-animation.jpg,1591.05,735,15,3,6.49,11,23
793,Mountain Climbers,"Strategically crafted Mountain Climbers exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/mountain-climbers,5,https://example.com/mountain-climbers-animation.jpg,1317.49,691,16,4,7.63,11,23
794,Russian Twists,"Strategically crafted Russian Twists exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/russian-twists,5,https://example.com/russian-twists-animation.jpg,892.06,485,18,4,7.36,11,23
795,Rowing,High-energy Rowing routine targeting comprehensive physical development and performance.,https://example.com/rowing,5,https://example.com/rowing-animation.jpg,1902.27,840,16,3,6.79,11,23
796,Cycling,Dynamic Cycling workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/cycling,6,https://example.com/cycling-animation.jpg,1261.78,653,15,4,7.73,11,23
797,Skater Hops,Precision-engineered Skater Hops training method to optimize muscular strength and endurance.,https://example.com/skater-hops,6,https://example.com/skater-hops-animation.jpg,1465.62,690,18,3,6.37,11,23
798,Foam Rolling,Precision-engineered Foam Rolling training method to optimize muscular strength and endurance.,https://example.com/foam-rolling,6,https://example.com/foam-rolling-animation.jpg,989.31,586,16,4,6.75,11,23
799,Plyometric Drills,High-energy Plyometric Drills routine targeting comprehensive physical development and performance.,https://example.com/plyometric-drills,6,https://example.com/plyometric-drills-animation.jpg,1675.08,853,15,4,7.86,11,23
800,Explosive Movements,High-energy Explosive Movements routine targeting comprehensive physical development and performance.,https://example.com/explosive-movements,6,https://example.com/explosive-movements-animation.jpg,1924.65,869,18,3,6.64,11,23
801,Box Jumps,"Strategically crafted Box Jumps exercise to enhance strength, flexibility, and metabolic conditioning.",https://example.com/box-jumps,7,https://example.com/box-jumps-animation.jpg,880.66,558,16,4,6.31,11,23
802,Shoulder Press,Dynamic Shoulder Press workout designed to challenge multiple muscle groups and improve overall fitness.,https://example.com/shoulder-press,7,https://example.com/shoulder-press-animation.jpg,891.18,517,19,4,6.9,11,23
